Subject	Bernat_2019:A007	Bhiman_2015:CAP256	Bonsignori_2016:CH505	Corcoran_2016:H1	Doria-Rose_2015:CAP256	Eliyahu_2018:C10	Eliyahu_2018:C4	Eliyahu_2018:C6	Eliyahu_2018:C7	Eliyahu_2018:C9	Eliyahu_2018:CI11	Eliyahu_2018:CI13	Eliyahu_2018:CI16	Eliyahu_2018:CI20	Eliyahu_2018:CI21	Eliyahu_2018:CI26	Eliyahu_2018:CI4	Eliyahu_2018:SC1	Eliyahu_2018:SC14	Eliyahu_2018:SC15	Eliyahu_2018:SC2	Eliyahu_2018:SC3	Eliyahu_2018:SC7	Eliyahu_2018:SC8	Eliyahu_2018:SC9	Gidoni_2019:S1	Gidoni_2019:S10	Gidoni_2019:S100	Gidoni_2019:S11	Gidoni_2019:S12	Gidoni_2019:S13	Gidoni_2019:S14	Gidoni_2019:S15	Gidoni_2019:S16	Gidoni_2019:S17	Gidoni_2019:S18	Gidoni_2019:S19	Gidoni_2019:S2	Gidoni_2019:S20	Gidoni_2019:S21	Gidoni_2019:S22	Gidoni_2019:S23	Gidoni_2019:S24	Gidoni_2019:S25	Gidoni_2019:S26	Gidoni_2019:S27	Gidoni_2019:S28	Gidoni_2019:S29	Gidoni_2019:S3	Gidoni_2019:S30	Gidoni_2019:S31	Gidoni_2019:S32	Gidoni_2019:S33	Gidoni_2019:S34	Gidoni_2019:S35	Gidoni_2019:S36	Gidoni_2019:S37	Gidoni_2019:S38	Gidoni_2019:S39	Gidoni_2019:S4	Gidoni_2019:S40	Gidoni_2019:S41	Gidoni_2019:S42	Gidoni_2019:S43	Gidoni_2019:S44	Gidoni_2019:S45	Gidoni_2019:S46	Gidoni_2019:S47	Gidoni_2019:S48	Gidoni_2019:S49	Gidoni_2019:S5	Gidoni_2019:S50	Gidoni_2019:S51	Gidoni_2019:S52	Gidoni_2019:S53	Gidoni_2019:S54	Gidoni_2019:S55	Gidoni_2019:S56	Gidoni_2019:S57	Gidoni_2019:S58	Gidoni_2019:S59	Gidoni_2019:S6	Gidoni_2019:S60	Gidoni_2019:S61	Gidoni_2019:S62	Gidoni_2019:S63	Gidoni_2019:S64	Gidoni_2019:S65	Gidoni_2019:S66	Gidoni_2019:S67	Gidoni_2019:S68	Gidoni_2019:S69	Gidoni_2019:S7	Gidoni_2019:S70	Gidoni_2019:S71	Gidoni_2019:S72	Gidoni_2019:S73	Gidoni_2019:S74	Gidoni_2019:S75	Gidoni_2019:S76	Gidoni_2019:S77	Gidoni_2019:S78	Gidoni_2019:S79	Gidoni_2019:S8	Gidoni_2019:S80	Gidoni_2019:S81	Gidoni_2019:S82	Gidoni_2019:S83	Gidoni_2019:S84	Gidoni_2019:S85	Gidoni_2019:S86	Gidoni_2019:S87	Gidoni_2019:S88	Gidoni_2019:S89	Gidoni_2019:S9	Gidoni_2019:S90	Gidoni_2019:S91	Gidoni_2019:S92	Gidoni_2019:S93	Gidoni_2019:S94	Gidoni_2019:S95	Gidoni_2019:S96	Gidoni_2019:S97	Gidoni_2019:S99	Gupta_2017:Fv_volunteer	Gupta_2017:GMC_volunteer	Gupta_2017:IB_volunteer	Huang_2016:Donor-Z258	Johnson_2018:CAP256	Johnson_2018:HD1	Landais_2017:PC064	Meng_2017a:Subject-D145	Meng_2017a:Subject-D149	Meng_2017a:Subject-D168	Meng_2017a:Subject-D181	Meng_2017a:Subject-D182	Palanichamy_2014:Subject-14711	Palanichamy_2014:Subject-26712	Palanichamy_2014:Subject-29612	Palanichamy_2014:Subject-30512	Palanichamy_2014:Subject-31012	Palanichamy_2014:Subject-34012	Palanichamy_2014:Subject-43113	Palanichamy_2014:Subject-43213	Rubelt_2016:TW01A	Rubelt_2016:TW01B	Rubelt_2016:TW02A	Rubelt_2016:TW02B	Rubelt_2016:TW03A	Rubelt_2016:TW03B	Rubelt_2016:TW04A	Rubelt_2016:TW04B	Rubelt_2016:TW05A	Rubelt_2016:TW05B	Soto_2016:IAVI84	Soto_2016:N152	Stern_2014:M2	Stern_2014:M3	Stern_2014:M4	Stern_2014:M5	Tipton_2015:subject-1	Tipton_2015:subject-2	Tipton_2015:subject-3	Tipton_2015:subject-4	Tipton_2015:subject-5	Tipton_2015:subject-6	Tipton_2015:subject-7	Tipton_2015:subject-8	Turchaninova_2016:donor-1	Turchaninova_2016:donor-2	Turchaninova_2016:donor-3	Vander_Heiden_2017:AR02	Vander_Heiden_2017:AR03	Vander_Heiden_2017:AR04	Vander_Heiden_2017:AR05	Vander_Heiden_2017:HD07	Vander_Heiden_2017:HD09	Vander_Heiden_2017:HD10	Vander_Heiden_2017:HD13	Vander_Heiden_2017:MK02	Vander_Heiden_2017:MK03	Vander_Heiden_2017:MK04	Vander_Heiden_2017:MK05	Vander_Heiden_2017:MK08	Waltari_2018:AD341	Waltari_2018:AD344	Waltari_2018:BD1	Waltari_2018:BD10	Waltari_2018:BD11	Waltari_2018:BD12	Waltari_2018:BD13	Waltari_2018:BD14	Waltari_2018:BD1a	Waltari_2018:BD1h	Waltari_2018:BD2	Waltari_2018:BD2-repeat1	Waltari_2018:BD3a	Waltari_2018:BD3h	Waltari_2018:BD4	Waltari_2018:BD5	Waltari_2018:BD5a	Waltari_2018:BD5g	Waltari_2018:BD5h	Waltari_2018:BD6	Waltari_2018:BD6h	Waltari_2018:BD7	Waltari_2018:BD8	Waltari_2018:BD9	Waltari_2018:CB1	Waltari_2018:CB1g	Waltari_2018:CB2	Waltari_2018:CB3	Waltari_2018:CB4	Waltari_2018:CB5	Waltari_2018:CB5-repeat1	Waltari_2018:MT1214	Waltari_2018:MT8004	Wu_2011:Donor-74	Wu_2015:Donor-45	Zhou_2015:Donor-44	Zhou_2015:Donor-C38	Zhou_2015:Donor-RU01	Zhou_2015:Donor-RU08	Zhu_2012:Donor-39	Zhu_2013:Donor-C38
Waltari_2018:BD5h	634773	130365	279996	752028	415661	146234	130137	104171	152808	136744	149465	154344	207180	125833	173374	169472	115293	160234	131795	165915	148004	197527	177235	158678	138598	297538	446655	370570	419957	462070	448591	346067	368443	421160	381089	347070	418953	339743	330353	307503	463120	409534	413799	433280	308235	487813	297376	439841	306194	422232	453818	394098	288027	444053	289749	362179	476785	444611	373383	380258	387894	371682	324439	336884	322539	422802	368207	342455	449874	285982	559606	573408	460059	450332	406405	478398	346123	545749	588958	469833	459677	504402	470976	457002	479496	341913	560080	476532	478320	551053	515972	457762	470724	443286	413138	446307	416963	454927	418273	537154	458732	365518	397080	518316	431849	409269	410764	556277	544684	465123	517112	477761	375386	522677	405987	402765	436462	253445	483710	374108	443323	241209	322022	295340	1415617	1322144	1487632	1686033	816341	1162700	1848101	924621	908496	1153118	1917017	1261361	139027	78092	189206	155067	235704	165351	179290	127383	329157	256704	430237	479801	489996	398128	522439	592094	444155	401605	133709	303443	727333	626156	585455	1301670	836774	913961	1214831	1156289	580497	520590	1098812	814650	549195	419432	150762	533647	456329	684530	718222	589619	450705	472259	383900	574370	226944	297605	355867	405034	880136	1703616	816471	731977	679717	835568	676930	1414385	828351	1612506	485232	802862	812884	1281661	1129915	1177316	842216	1063952	6863530	696883	1208949	1187579	965059	450169	684197	92592	1352613	598343	898059	676040	282705	1563461	1551861	197791	536948	203940	140245	154359	154520	186926	543455
Waltari_2018:BD6	365629	91313	197283	384145	275947	118411	104794	82483	115335	105896	116942	114712	158533	96382	127056	125234	92395	125058	106914	129558	108492	142705	125393	125731	106356	189776	251221	218778	234238	255859	253238	206769	220214	240684	224521	207432	239016	208429	199927	187386	256734	229322	236784	246668	187628	269598	189005	246367	195315	238267	252271	226099	184653	254237	179907	215611	260159	245663	222268	218646	225969	220459	198744	205112	201718	238735	229700	205183	247927	180712	294186	295707	249261	247655	233858	269944	207430	283067	311775	273612	260644	270892	261170	250817	255333	212461	296110	262756	260578	285462	277917	244800	264231	245241	239203	248150	246202	246291	246287	285146	257650	225668	234282	279302	241247	232491	231286	310957	284857	261759	282167	267378	224717	288636	228259	234773	248743	167370	280076	221319	248877	154959	194229	183581	753404	695163	761323	794049	342182	553012	901056	540071	527717	620128	894251	672347	107606	62371	147430	117791	175120	128762	136662	100799	197517	162610	253419	287408	277705	227743	300261	321202	251417	226005	95103	195483	407766	388047	377337	680572	459460	498683	616564	604173	316874	314151	592033	469597	355539	266706	105923	336235	276981	388539	429962	369288	289511	301748	253725	349707	160019	190398	239528	272789	474615	821863	409038	438538	416402	501164	411766	728831	496583	660575	325344	480820	510298	652979	637888	531773	504777	538553	696883	2375222	1124206	659158	537378	297844	332664	71557	552431	297474	411000	329668	172674	774550	794270	130546	278748	109497	99190	89089	93539	129963	304098
Waltari_2018:BD6h	509849	118402	244092	524097	360725	138863	121418	94451	136194	124219	136694	135772	189228	112567	152819	151441	106284	148421	127998	153826	129562	172193	151435	149162	126051	254894	340405	299760	314590	348135	346136	280202	298216	334746	310352	279150	326374	283205	265240	252263	348269	306471	321023	337584	243340	372585	246791	339310	263055	322637	345579	305876	239929	354476	233595	295803	364362	333365	296506	306924	304704	298047	265083	270823	268758	329765	302463	277544	338832	236624	415821	414376	343843	335443	318126	374218	278954	396617	437371	374345	355808	376733	351066	345328	349979	281578	416779	371914	356427	402329	387718	334006	360062	336492	327258	341804	334652	332538	331106	395468	356759	298106	315050	393506	327425	312374	313609	433266	400749	359975	395858	366970	302676	399583	307758	317510	344712	217552	380536	293963	352969	202294	262061	242926	1272607	1126291	1241710	1466553	625117	871503	1498115	807221	770136	937935	1488552	1035016	126908	71841	176245	138227	213883	152326	163521	118821	251166	200146	321845	376959	369023	298909	393629	424302	324291	295191	117958	260723	578635	530258	528036	1102373	640997	710668	908020	886078	420802	406882	888626	658001	485309	358639	127300	476529	384718	557334	629540	539279	398171	416886	338990	507514	201850	244881	303613	357351	702105	1507435	581628	681798	642081	786657	609489	1241322	808245	1101669	440607	725356	786752	1042472	1080226	830894	803138	872172	1208949	1124206	5839407	1133006	827528	430100	495981	84954	916109	451893	667095	491266	224247	1376185	1403637	168222	389179	144220	131583	115424	120848	152394	410273
Waltari_2018:BD7	516679	110724	239402	515435	365783	137791	118984	93690	130644	124578	132864	128914	188737	107814	147088	144012	104309	144367	129303	150098	121183	160370	141831	148780	123474	238837	331329	298219	310538	325181	332337	277458	307009	321278	307903	282266	309604	259884	252714	255510	330294	281864	302606	324719	241070	354900	247841	336508	248122	320735	324933	301483	236717	350899	220537	287433	346189	314267	288983	281409	284419	285218	262346	260707	271013	310743	310287	281294	324362	228296	392849	385091	312151	310897	303129	350325	281897	366788	415168	355750	345338	360648	328873	314566	315155	267810	395778	372446	347381	377856	369459	308072	335296	316779	316608	317225	325480	314340	319792	373438	340275	294056	308682	365915	318368	286478	288913	416307	381148	357268	369729	345397	305000	397783	283847	313580	346767	219998	358605	282366	353056	206631	268365	250158	1316695	1156497	1267890	1540595	605408	884972	1577857	875578	886336	1058850	1597739	1189337	126066	71292	178532	135615	218614	150447	164226	120398	252031	200532	331865	384486	379708	299013	412065	448291	330518	294255	106247	256739	585100	551709	542194	1139810	636176	719810	947356	910894	414673	404604	953673	699795	517021	382090	134838	498062	393615	531664	617647	565454	391694	421174	343566	521301	199805	241760	302165	370633	699755	1567130	557684	722442	659963	827218	644382	1293791	853965	1076664	487481	803936	822378	1041845	1107463	781242	871395	901026	1187579	659158	1133006	5916007	828463	437338	510764	83221	884296	453042	646571	505256	226973	1440798	1469950	148199	336299	117331	124547	94073	101214	161937	366508
Waltari_2018:BD8	415989	94512	221601	461102	308835	122477	108788	87544	122180	112897	121878	119847	168706	101601	136410	131412	96636	129626	111463	135336	115739	149945	132854	131052	109986	227620	312253	274698	298451	321111	318945	260211	276412	304852	287318	255417	296124	246042	240527	233974	329156	284160	301977	310924	232262	340390	233933	315454	236810	301059	312564	284857	223515	329786	216783	274184	330270	309471	272620	266938	279528	274858	244495	252844	251471	297812	278897	253668	310013	218736	376043	372673	310353	304017	289572	334624	260801	359392	393941	341001	328161	336380	322699	309879	317441	260804	371903	349066	333282	362162	350472	307037	334150	306364	295269	309972	297968	306816	305055	362425	319902	270021	293371	355435	300310	280824	286016	394022	363362	329070	361447	331273	280022	373010	274948	294580	313670	200495	347561	274223	326284	189459	245168	227607	937104	868791	950179	1074962	391237	668034	1240716	663435	668502	840268	1184410	899785	112759	65550	158404	123176	185920	132078	143061	104207	232091	190145	296601	346378	328918	269120	355989	381975	296265	273393	107781	212914	494201	452837	421838	835283	541699	588920	770021	746380	386830	377510	776184	573136	455090	334951	123017	403874	353271	490768	513795	448638	340244	356915	288749	432616	180757	226260	288267	325562	603758	1111165	561915	573668	499040	623602	522318	946242	646936	964855	399120	599588	646825	893638	827045	678404	621933	641466	965059	537378	827528	828463	3322120	362544	486732	81042	833347	433286	628670	481662	225342	1042221	1057935	151216	336243	124165	100279	102851	104648	154032	348355
Waltari_2018:BD9	234981	60696	125697	238763	173010	82065	74211	59679	79428	75131	81781	77986	105798	68015	90488	85811	69316	86018	79810	91004	73215	93131	84465	88586	75380	140487	173846	162389	163307	171735	177909	160387	168065	178293	173474	155429	166701	148500	142818	149717	174854	154376	164295	172285	141065	184596	146228	173482	144088	169834	173506	160524	142165	187113	132526	160305	182629	166078	158579	153726	153637	163174	152310	147661	158094	169677	170487	156160	170257	133815	200859	193129	162956	157993	161772	184846	156388	184194	207433	187775	183469	183715	173004	163803	165487	152714	200520	196565	177845	189903	190626	162053	178957	168708	173687	168556	173718	164488	176033	190816	180082	163618	170775	188003	166493	151086	153141	210616	191361	185085	189326	180513	166093	205766	154379	172010	181173	134563	186347	157655	189387	125746	153521	141931	456381	423194	450323	517081	206883	341775	520069	348051	345482	393826	533403	428808	79148	47495	102813	82982	120484	89661	95201	75800	139262	116446	166221	196408	189622	159977	200258	210819	166766	154909	54679	121442	274000	253936	240934	417174	262277	292759	358700	347511	196328	194138	365826	287667	260272	209324	83549	239077	208524	254630	283266	265464	201928	212081	184066	253658	122574	141480	167259	194304	307549	518910	270114	343674	304536	344852	302146	464327	342747	420914	241153	334001	352183	417942	418301	339170	348934	354788	450169	297844	430100	437338	362544	1272193	254052	62617	369022	243970	303519	252611	139064	490369	504060	69948	130221	49291	63505	41320	45863	85950	160913
Waltari_2018:CB1	282746	56277	123406	336940	174735	76178	69637	59894	79481	73998	79311	77652	102766	68113	89835	86128	66127	81383	72692	86515	74402	94701	86475	81957	72150	173203	253006	244112	252731	260578	272807	236636	249255	264930	255783	226746	252862	185420	204429	220372	270624	229431	254910	259249	202848	279664	208495	266956	181702	262163	260236	248066	198750	285568	187291	242062	277630	254997	236037	201123	231601	240018	222831	216722	226460	256037	235564	230125	260500	193535	313397	295352	251512	243037	241074	271545	232507	289891	312886	274140	271585	277264	254862	251747	252344	219626	307409	308611	276857	302969	292588	240640	270782	256594	259139	253062	243553	249883	253532	291115	267888	231199	252491	295375	250483	222451	234405	310763	295838	279621	297697	269176	245634	312831	227850	260286	276203	181651	269391	230440	297182	184810	230211	214718	554719	531846	554587	672835	249478	433710	690470	434843	443899	542235	720072	580504	80501	51713	98486	85163	119675	86785	94773	74944	186806	155975	211460	251366	249149	212443	268107	289415	228824	221880	67176	116057	345594	290950	267750	517284	310370	345906	459986	414474	254050	240180	425166	338209	307399	261376	103300	298263	285763	348481	344130	318297	254644	265289	219257	326656	145406	186996	199087	242062	437786	706874	419182	386559	346384	403756	364228	610472	400457	691885	270004	406304	383957	566363	495412	459582	370847	402647	684197	332664	495981	510764	486732	254052	1581569	73503	696238	404152	534337	451832	219639	658621	621651	88389	178088	65508	54624	57741	59380	91341	189482
Waltari_2018:CB1g	67310	22440	43940	71222	52604	32456	31332	28365	34347	32513	34185	34474	40040	31721	37115	36485	30713	34616	31636	36489	32960	39215	36658	34942	32517	53907	61884	60308	59867	65011	64337	58853	59919	62085	60486	57858	63032	56056	57523	56846	64112	60035	61706	63135	55080	66483	55923	62975	55459	62136	63905	60637	56266	64040	54026	59329	64875	61643	61250	57085	60499	60092	57204	58898	57573	62680	60229	58787	62597	55315	68454	67397	62296	60625	60629	66556	59341	65382	69851	65115	65200	65045	64411	62434	62530	59187	69166	65167	65024	67447	66561	62031	65675	62876	63596	63685	62640	61324	62935	65997	65214	61648	62658	66332	61235	59843	61759	68859	67117	64940	66819	66060	61371	67100	60930	62684	63873	52626	65821	61641	64742	51450	56720	55609	90088	87801	90187	90538	41027	80315	96769	77435	75522	82565	97489	85443	34723	24369	39197	35991	44000	36336	37238	32145	52134	47204	54169	60126	59237	55053	61560	62525	55547	53938	23911	37210	72237	65932	64448	84867	70674	73823	81454	79666	62661	61130	78062	71356	64303	58705	35427	66006	63159	72573	74471	67732	63469	64292	60409	69102	48240	54098	58540	60752	80341	92451	76556	72884	71027	74043	71309	90360	70411	91734	62108	73049	90036	89670	81204	83484	70478	77189	92592	71557	84954	83221	81042	62617	73503	140802	89477	70322	78569	71134	54025	91490	91316	28925	44645	21358	21353	20374	19969	30787	54287
Waltari_2018:CB2	505050	95998	218413	633788	311727	115654	106014	89822	128443	111892	120136	129389	161837	107186	141097	139487	93439	127407	100901	135017	126806	164859	148970	121302	110272	284952	420592	356147	402264	441826	430346	331721	349986	404605	366857	327350	399642	318095	313719	297570	448260	399600	405798	410415	294690	470931	283069	416794	285792	401887	434908	389519	272004	418697	280310	350576	460876	432935	359287	359319	380345	356740	314457	329357	306956	406083	335970	322434	424842	280728	535968	542831	443314	427392	394121	455321	329510	523240	544642	440933	431682	473353	442744	440851	463791	330446	534297	457738	457065	532160	486843	437741	466616	427117	397195	437965	381375	435366	396367	505725	445260	341153	375297	502170	407195	389570	404925	513439	521937	432530	510958	462384	353974	492567	394317	383371	408276	237694	448650	357598	424472	236031	312556	285320	1069503	1034045	1141458	1247193	553674	849256	1487695	746637	760161	1009921	1537766	1092176	113355	68151	145796	127178	183906	131652	140604	101416	286446	229228	348401	394823	405362	338969	426713	481030	371913	353999	120370	219519	598042	486260	445745	987595	657336	694788	943071	886523	491627	431411	807589	614505	464466	370640	143919	452845	424967	624855	605098	485404	397509	401672	325250	493426	198662	276224	303610	350954	755677	1358906	781787	595615	521269	629473	556572	1119870	633109	1399726	387007	630565	618810	1098736	859385	894451	594133	667326	1352613	552431	916109	884296	833347	369022	696238	89477	5319908	596144	901280	691665	289512	1239072	1178621	180155	488911	183900	97038	151860	137538	151135	469266
Waltari_2018:CB3	249835	52331	111443	291878	157707	70776	65671	55045	75225	69083	74755	73735	95190	64161	84095	80829	62801	76584	67496	80894	70339	89726	82194	76066	67818	164287	227387	219115	229322	237101	249318	218887	225207	241859	232830	206375	235043	178042	187130	202570	247167	210030	232524	235248	189266	253154	192401	243324	172436	236597	240095	223630	182996	258923	174585	221068	256051	236790	214988	193066	211040	223881	201156	201148	206611	233193	213252	209367	240494	179142	286971	269398	233879	221903	220438	247783	213323	269274	282388	247804	247703	252061	232921	228396	234449	199494	277463	276592	251814	272898	270583	222908	242830	236391	236539	229903	222009	231950	234607	267087	240784	210615	228669	268790	233270	202252	211403	280363	268120	252009	265491	244007	222286	282879	209516	236344	249368	169482	245058	213578	264147	166615	206845	193975	475433	460763	481551	592074	204957	370613	584546	381197	381443	474240	616842	498080	75203	48189	90360	79649	107938	81077	87632	70123	167840	140204	186069	225581	225509	193910	235738	254216	205683	202325	61780	105481	315356	263316	238585	450192	272364	302377	398668	362336	224977	212825	372994	294544	271874	236520	96300	266611	255410	312054	305541	285682	231321	236665	197657	290050	133502	170356	176686	214855	385705	605363	373323	366714	311320	366516	333587	530308	347540	588262	246809	356217	348449	498430	433377	413650	334396	352472	598343	297474	451893	453042	433286	243970	404152	70322	596144	1305338	476483	406906	204019	570728	546164	79675	158081	62788	49853	49816	54786	82537	170210
Waltari_2018:CB4	323573	65023	144319	398322	203461	85460	78532	65719	90705	82571	88360	88109	116426	76544	100748	96719	73093	91979	79517	97160	85512	109330	99508	91627	80160	203445	295469	273958	288724	299099	311924	264261	280169	307235	294638	255862	288547	219705	232028	244308	309528	264615	295274	299232	228400	320685	233321	304728	212127	294573	298646	281856	221405	328604	213777	276888	321757	296095	267321	240917	266775	275666	251442	245626	253891	292703	263224	257373	300829	219060	367232	347693	291398	282949	280226	314527	262722	341956	365724	319896	313729	322817	298966	292372	297827	250189	357337	356912	316688	349918	338684	286063	313573	297356	295733	292651	279414	292288	292099	342534	307853	257115	285547	346429	289678	258392	267622	364765	344391	316204	349450	311589	276383	358695	260856	295463	314851	200944	315927	258882	338920	200046	256063	237568	685633	655593	699716	885984	311847	530215	888715	511478	513664	651450	903109	690763	88041	55042	111871	93825	132021	97203	105385	80779	216066	174236	250719	295167	294872	248111	306314	340901	276260	272063	81869	134796	418193	350293	317745	650224	374963	422988	572079	519000	304303	285851	534037	404281	366194	297310	114137	348413	334099	419737	411093	371991	293088	304301	245575	381372	161863	207925	228544	275132	533901	933826	513779	467976	421770	501514	420962	766333	489009	914110	311942	480424	480433	745464	642465	588274	453479	497102	898059	411000	667095	646571	628670	303519	534337	78569	901280	476483	2378118	531537	241318	855199	807057	108971	228679	83939	63035	68648	72166	104652	233107
Waltari_2018:CB5	271348	53252	118503	333810	168743	75794	68781	57073	77850	71446	77991	77286	100600	67127	87817	82844	65838	80892	71057	85044	72955	93989	85056	80957	71138	170421	241242	236968	243156	252762	267008	236229	241222	261798	249629	220418	247516	186551	200414	216394	269023	225868	251446	253594	200517	273408	204077	255121	180273	249622	258742	235469	191966	285156	184901	241881	273898	250212	228674	202552	227241	238589	216069	212819	220170	249815	226711	220168	256468	189251	312492	290885	250017	239398	233664	264306	224507	290980	310551	271056	268315	272299	247873	248758	249119	214564	296647	298837	263111	290994	290334	237545	261004	252829	251065	242773	236437	244454	249771	285859	257977	223616	245345	291466	246754	219936	226661	307971	287437	270999	289262	261613	240797	308444	219112	257036	267188	180338	267142	227760	290344	177612	224609	207482	540783	523728	549158	652302	226523	416097	679658	427697	436434	553840	712704	581099	79371	49828	95936	82504	115863	86180	92693	75133	178961	148617	205898	243773	245635	209901	253555	276838	224302	219895	67979	110849	344070	287024	257357	503873	300333	334553	444327	400287	242581	233139	405027	321421	301023	254121	102717	291023	283382	347119	335816	318686	252938	264729	214417	319858	144894	181266	191461	237391	429150	706580	406709	381662	338562	401156	356507	601174	383792	668232	273060	408525	375085	554012	485298	456858	368473	398533	676040	329668	491266	505256	481662	252611	451832	71134	691665	406906	531537	1591358	269011	652290	618423	88775	179253	67051	52056	53149	58551	87047	187267
Waltari_2018:CB5-repeat1	144769	33667	72223	173123	96271	50698	47287	40256	52817	48439	52631	53033	64781	47342	57920	55534	46393	54083	47075	57065	49801	62352	57316	53630	48092	106437	141123	141251	143408	150571	156050	141917	141700	151289	145080	132703	146327	115828	126074	131370	157581	138418	148692	148965	124796	156690	126901	146383	111762	146389	152549	139316	120483	159733	118958	142832	156606	147989	138347	121309	137697	143101	131435	132331	133338	147487	133550	132160	150421	120285	174009	163900	147932	142158	138993	153222	134445	165136	172744	155237	155529	155699	147758	146786	147934	131633	166151	164879	152112	164742	165290	140904	152252	149847	147441	143002	140300	144948	148203	161995	149641	135195	146094	164932	145378	133911	137807	169719	161660	154694	163465	153239	142640	169914	134254	150486	152668	114413	154314	137764	161908	112833	133116	126105	239194	238233	245545	263002	96843	193290	276389	198318	196846	235126	284993	241631	54380	36288	61656	56361	72799	57352	60354	51120	106924	92301	114738	135257	133640	120310	137908	144459	123330	122980	42263	63507	174475	149421	135902	221595	153111	165588	204913	189285	132652	128237	188182	160389	155590	139038	66274	156767	157538	183100	176484	166463	145254	147072	126383	168726	93766	113958	115008	136321	212807	284873	205307	184981	173903	195099	177909	260676	179561	277777	146368	194966	179517	246183	219716	224551	177426	193013	282705	172674	224247	226973	225342	139064	219639	54025	289512	204019	241318	269011	485510	272434	262213	52019	93748	40145	31511	33291	35377	52262	103841
Waltari_2018:MT1214	641436	130028	290036	680564	453761	157647	134340	104776	150734	142842	151836	148121	219798	123518	171524	170386	115726	164961	145058	169484	141023	187533	166666	166531	138203	278922	408188	352037	375565	410015	413299	329145	358801	397192	372468	330349	388120	309125	304695	301598	414741	360062	377025	400118	290394	446711	291216	417529	291363	389075	405574	364700	278941	428203	267498	346219	436970	397012	350027	343440	349070	351186	312124	312547	317367	387396	362638	330549	409807	270501	498484	492982	399472	393157	373135	437669	334583	476751	525391	437765	424349	452752	412627	395797	409399	319628	502309	455750	434093	484156	464390	404201	419391	395644	388370	401349	389204	396039	390727	479637	417103	349515	372295	464100	392420	361034	361790	519408	483906	432878	465873	427448	360869	491922	356945	377567	417068	251316	446755	350814	428705	239616	315355	292523	1717913	1480848	1669796	2097228	832619	1167121	2295953	1130140	1147487	1503972	2283132	1671760	142753	81225	204221	157172	250869	172518	187324	134651	307295	243999	410062	467552	465549	366386	509498	567481	421211	370269	143294	321438	742733	676392	662166	1533975	835709	946429	1302098	1232219	538107	516098	1231647	888486	612364	454126	158030	589663	481694	674409	765351	672857	469028	499282	404532	622392	229781	291865	363807	433847	898055	2155764	737574	868844	771386	993470	801189	1672450	1062252	1475676	554525	972843	990953	1360380	1418146	988926	1048343	1095144	1563461	774550	1376185	1440798	1042221	490369	658621	91490	1239072	570728	855199	652290	272434	11296527	1934311	203511	517926	175045	148278	131360	144485	201391	505219
